Invoice_ID,Customer_Type,Gender,store_id,store_location,Product_Line,Unit_Price,Quantity,Cost_of_Goods_Sold_without_tax,Tax 5%,Total_Cost,Gross_Profit,Payment_Mode,order_date,order_Month,order_Day,order_Time,order_Day_Time,Rating,Rating_Type
400-89-4171,Normal,Female,C,Naypyitaw,Sports and travel,81,8,647.8,32.39,680.15,32,Cash,1/28/2019,January,Monday,1:05:00 PM,Afternoon,9.3,Very Good
782-95-9291,Member,Male,A,Yangon,Food and beverages,92.3,5,461.4,23.07,484.52,23,Credit card,2/20/2019,February,Wednesday,3:55:00 PM,Afternoon,9,Very Good
279-74-2924,Member,Male,B,Mandalay,Electronic accessories,72.2,1,72.2,3.61,75.78,4,Cash,1/4/2019,January,Friday,7:40:00 PM,Evening,6.1,Good
307-85-2293,Normal,Male,B,Mandalay,Home and lifestyle,50.3,5,251.4,12.57,263.97,13,Ewallet,3/7/2019,March,Thursday,1:58:00 PM,Afternoon,9.7,Very Good
743-04-1105,Member,Male,B,Mandalay,Health and beauty,97.2,9,875,43.75,918.73,44,Ewallet,3/30/2019,March,Saturday,2:43:00 PM,Afternoon,6,Good
423-57-2993,Normal,Male,B,Mandalay,Sports and travel,93.4,6,560.3,28.02,588.36,28,Ewallet,3/27/2019,March,Wednesday,7:18:00 PM,Evening,10,Very Good
894-41-5205,Normal,Female,C,Naypyitaw,Food and beverages,43.2,8,345.4,17.27,362.71,17,Credit card,1/19/2019,January,Saturday,7:39:00 PM,Evening,8.3,Very Good
275-28-0149,Normal,Male,A,Yangon,Sports and travel,63.7,1,63.7,3.18,66.87,3,Cash,2/25/2019,February,Monday,4:21:00 PM,Evening,6,Good
101-17-6199,Normal,Male,A,Yangon,Food and beverages,45.8,7,320.5,16.03,336.56,16,Credit card,3/13/2019,March,Wednesday,7:44:00 PM,Evening,7,Good
423-80-0988,Normal,Male,C,Naypyitaw,Sports and travel,76.4,2,152.8,7.64,160.44,8,Ewallet,1/30/2019,January,Wednesday,7:42:00 PM,Evening,6.5,Good
548-46-9322,Normal,Male,B,Mandalay,Food and beverages,39.9,10,399,19.95,418.95,20,Credit card,2/20/2019,February,Wednesday,3:24:00 PM,Afternoon,5.9,Average
505-02-0892,Member,Male,B,Mandalay,Health and beauty,42.6,8,340.6,17.03,357.59,17,Ewallet,2/25/2019,February,Monday,2:12:00 PM,Afternoon,5.6,Average
234-65-2137,Normal,Male,C,Naypyitaw,Home and lifestyle,95.6,10,955.8,47.79,1003.59,48,Cash,1/16/2019,January,Wednesday,1:32:00 PM,Afternoon,4.8,Average
687-47-8271,Normal,Male,A,Yangon,Fashion accessories,99,10,989.8,49.49,1039.29,49,Credit card,2/8/2019,February,Friday,4:20:00 PM,Evening,8.7,Very Good
796-32-9050,Normal,Male,A,Yangon,Food and beverages,51.3,6,307.7,15.38,323.06,15,Cash,1/19/2019,January,Saturday,4:31:00 PM,Evening,6.5,Good
105-31-1824,Member,Male,A,Yangon,Sports and travel,69.5,7,486.6,24.33,510.97,24,Credit card,2/1/2019,February,Friday,3:10:00 PM,Afternoon,8.5,Very Good
249-42-3782,Normal,Male,A,Yangon,Health and beauty,70,5,350,17.5,367.55,18,Ewallet,1/3/2019,January,Thursday,11:36:00 AM,Morning,5.5,Average
316-55-4634,Member,Male,B,Mandalay,Food and beverages,80,5,400.2,20.01,420.26,20,Credit card,1/26/2019,January,Saturday,12:45:00 PM,Afternoon,9.4,Very Good
733-33-4967,Normal,Male,C,Naypyitaw,Electronic accessories,20.8,8,166.8,8.34,175.14,8,Cash,3/3/2019,March,Sunday,7:17:00 PM,Evening,6.3,Good
608-27-6295,Member,Male,B,Mandalay,Electronic accessories,52.9,6,317.3,15.87,333.21,16,Credit card,1/19/2019,January,Saturday,5:34:00 PM,Evening,9.8,Very Good
414-12-7047,Normal,Male,B,Mandalay,Food and beverages,19.8,8,158.3,7.92,166.24,8,Ewallet,1/18/2019,January,Friday,12:04:00 PM,Afternoon,8.7,Very Good
827-26-2100,Member,Male,A,Yangon,Home and lifestyle,33.8,9,304.6,15.23,319.79,15,Ewallet,3/21/2019,March,Thursday,4:21:00 PM,Evening,8.8,Very Good
175-54-2529,Member,Male,A,Yangon,Food and beverages,22.2,8,177.4,8.87,186.23,9,Credit card,3/3/2019,March,Sunday,5:01:00 PM,Evening,9.6,Very Good
139-52-2867,Normal,Female,C,Naypyitaw,Fashion accessories,22.5,7,157.6,7.88,165.45,8,Credit card,2/13/2019,February,Wednesday,10:50:00 AM,Morning,4.8,Average
407-63-8975,Normal,Male,A,Yangon,Food and beverages,73.9,6,443.3,22.16,465.44,22,Ewallet,3/23/2019,March,Saturday,7:16:00 PM,Evening,4.4,Average
342-65-4817,Member,Male,C,Naypyitaw,Health and beauty,86.8,3,260.4,13.02,273.42,13,Ewallet,1/28/2019,January,Monday,4:47:00 PM,Evening,9.9,Very Good
130-98-8941,Normal,Male,C,Naypyitaw,Fashion accessories,64.3,7,449.8,22.49,472.31,22,Cash,2/9/2019,February,Saturday,10:00:00 AM,Morning,5.7,Average
434-83-9547,Member,Male,C,Naypyitaw,Food and beverages,38.5,8,307.8,15.39,323.15,15,Cash,1/23/2019,January,Wednesday,11:51:00 AM,Morning,7.7,Good
851-28-6367,Member,Male,A,Yangon,Sports and travel,15.5,10,155,7.75,162.75,8,Ewallet,3/23/2019,March,Saturday,10:55:00 AM,Morning,8,Very Good
824-88-3614,Normal,Male,C,Naypyitaw,Health and beauty,34.3,8,274.5,13.72,288.2,14,Ewallet,1/25/2019,January,Friday,3:00:00 PM,Afternoon,5.7,Average
586-25-0848,Normal,Female,A,Yangon,Sports and travel,12.3,7,86.4,4.32,90.7,4,Credit card,3/4/2019,March,Monday,11:19:00 AM,Morning,6.7,Good
895-66-0685,Member,Male,B,Mandalay,Food and beverages,18.1,3,54.2,2.71,56.95,3,Ewallet,3/5/2019,March,Tuesday,7:46:00 PM,Evening,8,Very Good
305-14-0245,Member,Female,B,Mandalay,Home and lifestyle,94.5,8,755.9,37.8,793.72,38,Ewallet,3/3/2019,March,Sunday,7:00:00 PM,Evening,7.5,Good
732-04-5373,Member,Male,B,Mandalay,Home and lifestyle,46.5,4,185.9,9.29,195.17,9,Cash,2/8/2019,February,Friday,10:53:00 AM,Morning,7,Good
400-60-7251,Normal,Male,A,Yangon,Home and lifestyle,74.1,1,74.1,3.7,77.77,4,Ewallet,2/10/2019,February,Sunday,12:50:00 PM,Afternoon,9.9,Very Good
593-65-1552,Normal,Female,C,Naypyitaw,Home and lifestyle,69.8,4,279.2,13.96,293.2,14,Credit card,1/28/2019,January,Monday,8:50:00 PM,Night,5.9,Average
284-34-9626,Normal,Female,B,Mandalay,Home and lifestyle,77,3,231.1,11.56,242.68,12,Credit card,2/11/2019,February,Monday,10:39:00 AM,Morning,7.2,Good
437-58-8131,Normal,Female,B,Mandalay,Fashion accessories,73.5,2,147,7.35,154.39,7,Ewallet,1/15/2019,January,Tuesday,1:41:00 PM,Afternoon,4.6,Average
286-43-6208,Normal,Female,C,Naypyitaw,Food and beverages,87.8,9,790.2,39.51,829.71,40,Cash,3/16/2019,March,Saturday,7:08:00 PM,Evening,9.2,Very Good
641-43-2399,Normal,Male,B,Mandalay,Home and lifestyle,25.6,4,102.2,5.11,107.31,5,Ewallet,1/26/2019,January,Saturday,8:23:00 PM,Night,5.7,Average
831-07-6050,Normal,Male,A,Yangon,Electronic accessories,32.7,5,163.6,8.18,171.73,8,Credit card,3/19/2019,March,Tuesday,11:30:00 AM,Morning,9.9,Very Good
556-86-3144,Member,Female,C,Naypyitaw,Fashion accessories,74.3,1,74.3,3.71,78,4,Cash,1/13/2019,January,Sunday,7:30:00 PM,Evening,5,Average
848-24-9445,Member,Male,C,Naypyitaw,Health and beauty,43.7,2,87.4,4.37,91.77,4,Cash,3/26/2019,March,Tuesday,6:03:00 PM,Evening,4.9,Average
856-22-8149,Normal,Female,A,Yangon,Home and lifestyle,25.3,1,25.3,1.26,26.55,1,Ewallet,3/23/2019,March,Saturday,10:13:00 AM,Morning,6.1,Good
699-01-4164,Normal,Male,C,Naypyitaw,Health and beauty,41.5,4,166,8.3,174.3,8,Credit card,3/12/2019,March,Tuesday,7:58:00 PM,Evening,8.2,Very Good
420-11-4919,Member,Female,C,Naypyitaw,Food and beverages,71.4,5,357,17.85,374.8,18,Credit card,2/17/2019,February,Sunday,7:57:00 PM,Evening,5.5,Average
606-80-4905,Member,Female,C,Naypyitaw,Sports and travel,19.2,6,114.9,5.74,120.64,6,Credit card,1/29/2019,January,Tuesday,10:01:00 AM,Morning,6.8,Good
542-41-0513,Member,Female,B,Mandalay,Electronic accessories,57.5,4,230,11.5,241.46,11,Cash,3/15/2019,March,Friday,11:57:00 AM,Morning,6.6,Good
426-39-2418,Normal,Male,C,Naypyitaw,Electronic accessories,61.4,7,429.9,21.49,451.36,21,Cash,1/14/2019,January,Monday,10:02:00 AM,Morning,9.8,Very Good
875-46-5808,Member,Male,B,Mandalay,Health and beauty,25.9,10,259,12.95,271.95,13,Ewallet,2/6/2019,February,Wednesday,2:51:00 PM,Afternoon,8.7,Very Good
394-43-4238,Member,Male,B,Mandalay,Home and lifestyle,17.8,5,88.8,4.44,93.29,4,Credit card,2/15/2019,February,Friday,12:42:00 PM,Afternoon,5.4,Average
749-24-1565,Normal,Female,A,Yangon,Health and beauty,23,9,207.3,10.36,217.63,10,Ewallet,1/3/2019,January,Thursday,12:02:00 PM,Afternoon,7.9,Good
672-51-8681,Member,Female,C,Naypyitaw,Electronic accessories,66.6,9,599.8,29.99,629.84,30,Credit card,1/4/2019,January,Friday,6:19:00 PM,Evening,9.7,Very Good
263-87-5680,Member,Female,C,Naypyitaw,Home and lifestyle,28.5,10,285.3,14.26,299.56,14,Ewallet,3/18/2019,March,Monday,5:38:00 PM,Evening,7.8,Good
573-58-9734,Normal,Female,B,Mandalay,Fashion accessories,30.4,3,91.1,4.56,95.67,5,Ewallet,3/28/2019,March,Thursday,1:41:00 PM,Afternoon,5.1,Average
817-69-8206,Normal,Female,B,Mandalay,Electronic accessories,99.7,9,897.6,44.88,942.45,45,Credit card,3/2/2019,March,Saturday,7:42:00 PM,Evening,6.5,Good
888-02-0338,Normal,Male,A,Yangon,Electronic accessories,26.2,9,236.1,11.8,247.87,12,Ewallet,1/25/2019,January,Friday,8:24:00 PM,Night,5.9,Average
677-11-0152,Normal,Female,C,Naypyitaw,Food and beverages,93.3,9,839.3,41.97,881.31,42,Cash,1/16/2019,January,Wednesday,6:08:00 PM,Evening,8.8,Very Good
142-63-6033,Normal,Male,B,Mandalay,Home and lifestyle,92.4,5,461.8,23.09,484.89,23,Ewallet,3/20/2019,March,Wednesday,7:17:00 PM,Evening,4.9,Average
656-16-1063,Normal,Male,B,Mandalay,Sports and travel,46.4,3,139.3,6.96,146.22,7,Credit card,1/4/2019,January,Friday,1:24:00 PM,Afternoon,4.4,Average
891-58-8335,Member,Female,B,Mandalay,Sports and travel,29.6,7,207.3,10.36,217.63,10,Cash,3/11/2019,March,Monday,3:53:00 PM,Afternoon,6.5,Good
802-43-8934,Normal,Male,A,Yangon,Home and lifestyle,18.3,1,18.3,0.91,19.19,1,Credit card,3/22/2019,March,Friday,3:05:00 PM,Afternoon,8.3,Very Good
560-30-5617,Normal,Female,B,Mandalay,Sports and travel,24.8,5,123.8,6.19,130.04,6,Cash,3/24/2019,March,Sunday,6:27:00 PM,Evening,8.5,Very Good
319-74-2561,Member,Female,A,Yangon,Electronic accessories,94.6,3,283.9,14.2,298.12,14,Cash,2/21/2019,February,Thursday,4:55:00 PM,Evening,5.5,Average
549-03-9315,Normal,Male,B,Mandalay,Fashion accessories,94.9,8,759,37.95,796.91,38,Ewallet,2/12/2019,February,Tuesday,12:58:00 PM,Afternoon,8.7,Very Good
790-29-1172,Normal,Female,B,Mandalay,Food and beverages,57.3,3,172,8.6,180.62,9,Credit card,3/10/2019,March,Sunday,6:59:00 PM,Evening,7.9,Good
239-36-3640,Normal,Male,B,Mandalay,Electronic accessories,45.4,6,272.1,13.6,285.7,14,Ewallet,1/31/2019,January,Thursday,1:44:00 PM,Afternoon,6.1,Good
468-01-2051,Normal,Male,B,Mandalay,Food and beverages,62.1,7,434.6,21.73,456.29,22,Ewallet,3/6/2019,March,Wednesday,1:46:00 PM,Afternoon,5.4,Average
389-25-3394,Normal,Male,C,Naypyitaw,Electronic accessories,11.8,5,59,2.95,62,3,Cash,2/17/2019,February,Sunday,6:06:00 PM,Evening,9.4,Very Good
279-62-1445,Member,Female,C,Naypyitaw,Fashion accessories,12.5,1,12.5,0.63,13.17,1,Cash,2/21/2019,February,Thursday,12:38:00 PM,Afternoon,8.2,Very Good
213-72-6612,Normal,Male,A,Yangon,Food and beverages,43.2,2,86.5,4.32,90.82,4,Cash,3/20/2019,March,Wednesday,3:56:00 PM,Afternoon,6.2,Good
746-68-6593,Member,Female,C,Naypyitaw,Sports and travel,87.2,2,174.3,8.72,183.04,9,Credit card,1/11/2019,January,Friday,2:29:00 PM,Afternoon,9.7,Very Good
836-82-5858,Member,Male,B,Mandalay,Health and beauty,69.4,9,624.3,31.22,655.55,31,Ewallet,1/26/2019,January,Saturday,7:14:00 PM,Evening,4,Average
583-72-1480,Member,Male,C,Naypyitaw,Electronic accessories,37.1,4,148.2,7.41,155.65,7,Ewallet,1/31/2019,January,Thursday,4:24:00 PM,Evening,9.7,Very Good
466-61-5506,Member,Female,B,Mandalay,Electronic accessories,90.7,6,544.2,27.21,571.41,27,Cash,2/26/2019,February,Tuesday,10:52:00 AM,Morning,5.3,Average
721-86-6247,Normal,Female,A,Yangon,Home and lifestyle,63.4,8,507.4,25.37,532.73,25,Ewallet,3/11/2019,March,Monday,12:55:00 PM,Afternoon,7.4,Good
289-65-5721,Normal,Female,B,Mandalay,Fashion accessories,81.4,2,162.7,8.14,170.88,8,Cash,1/26/2019,January,Saturday,7:28:00 PM,Evening,6.5,Good
545-46-3100,Member,Female,B,Mandalay,Electronic accessories,10.6,3,31.8,1.59,33.36,2,Credit card,3/12/2019,March,Tuesday,1:52:00 PM,Afternoon,8.7,Very Good
418-02-5978,Normal,Female,B,Mandalay,Health and beauty,84.1,9,756.8,37.84,794.65,38,Cash,2/11/2019,February,Monday,10:54:00 AM,Morning,8,Very Good
269-04-5750,Member,Male,B,Mandalay,Fashion accessories,73.8,4,295.3,14.76,310.04,15,Cash,2/21/2019,February,Thursday,6:31:00 PM,Evening,6.7,Good
157-13-5295,Member,Male,A,Yangon,Health and beauty,51.9,10,519.4,25.97,545.37,26,Ewallet,3/9/2019,March,Saturday,6:24:00 PM,Evening,6.5,Good
645-78-8093,Normal,Female,A,Yangon,Sports and travel,93.1,2,186.3,9.31,195.59,9,Ewallet,1/20/2019,January,Sunday,6:09:00 PM,Evening,4.1,Average
211-30-9270,Normal,Male,C,Naypyitaw,Health and beauty,17.4,5,87,4.35,91.4,4,Credit card,1/28/2019,January,Monday,3:16:00 PM,Afternoon,4.9,Average
755-12-3214,Member,Female,C,Naypyitaw,Fashion accessories,44.2,5,221.1,11.06,232.16,11,Credit card,3/5/2019,March,Tuesday,5:07:00 PM,Evening,8.6,Very Good
346-84-3103,Member,Female,B,Mandalay,Electronic accessories,13.2,5,66.1,3.3,69.4,3,Cash,3/2/2019,March,Saturday,7:26:00 PM,Evening,4.3,Average
478-06-7835,Normal,Male,A,Yangon,Fashion accessories,89.7,1,89.7,4.48,94.17,4,Ewallet,1/11/2019,January,Friday,11:20:00 AM,Morning,4.9,Average
540-11-4336,Normal,Male,A,Yangon,Food and beverages,24.9,9,224.5,11.22,235.68,11,Credit card,1/11/2019,January,Friday,4:49:00 PM,Evening,5.6,Average
448-81-5016,Normal,Male,A,Yangon,Health and beauty,59.8,2,119.5,5.98,125.52,6,Credit card,3/11/2019,March,Monday,12:01:00 PM,Afternoon,5.8,Average
142-72-4741,Member,Male,C,Naypyitaw,Fashion accessories,93.2,2,186.4,9.32,195.72,9,Credit card,2/28/2019,February,Thursday,6:37:00 PM,Evening,6,Good
217-58-1179,Member,Male,A,Yangon,Home and lifestyle,62.6,4,250.6,12.53,263.13,13,Cash,1/5/2019,January,Saturday,11:25:00 AM,Morning,4.2,Average
376-02-8238,Normal,Male,B,Mandalay,Home and lifestyle,93.9,8,751,37.55,788.51,38,Credit card,2/2/2019,February,Saturday,6:42:00 PM,Evening,8.3,Very Good
530-90-9855,Member,Male,A,Yangon,Home and lifestyle,47.6,8,380.7,19.04,399.76,19,Cash,1/1/2019,January,Tuesday,2:47:00 PM,Afternoon,5.7,Average
866-05-7563,Member,Female,B,Mandalay,Electronic accessories,81.4,3,244.2,12.21,256.41,12,Cash,2/9/2019,February,Saturday,7:43:00 PM,Evening,4.8,Average
604-70-6476,Member,Male,A,Yangon,Fashion accessories,17.9,5,89.7,4.49,94.18,4,Ewallet,1/23/2019,January,Wednesday,2:04:00 PM,Afternoon,6.8,Good
799-71-1548,Member,Male,A,Yangon,Electronic accessories,77.7,4,310.9,15.54,326.42,16,Credit card,1/7/2019,January,Monday,4:11:00 PM,Evening,8.8,Very Good
785-13-7708,Normal,Male,B,Mandalay,Food and beverages,73.1,7,511.4,25.57,536.99,26,Credit card,1/14/2019,January,Monday,7:06:00 PM,Evening,4.2,Average
845-51-0542,Member,Male,B,Mandalay,Food and beverages,46.6,9,419,20.95,439.9,21,Ewallet,2/2/2019,February,Saturday,3:34:00 PM,Afternoon,6.4,Good
662-47-5456,Member,Male,C,Naypyitaw,Fashion accessories,35.2,10,351.9,17.6,369.5,18,Credit card,3/17/2019,March,Sunday,7:06:00 PM,Evening,8.4,Very Good
883-17-4236,Normal,Female,C,Naypyitaw,Sports and travel,14.4,2,28.8,1.44,30.22,1,Credit card,3/2/2019,March,Saturday,7:44:00 PM,Evening,7.2,Good
290-68-2984,Normal,Male,A,Yangon,Home and lifestyle,23.8,4,95,4.75,99.75,5,Cash,3/16/2019,March,Saturday,11:22:00 AM,Morning,5.2,Average
704-11-6354,Member,Male,A,Yangon,Home and lifestyle,58.9,8,471.2,23.56,494.76,24,Cash,1/6/2019,January,Sunday,11:23:00 AM,Morning,8.9,Very Good
110-48-7033,Member,Male,B,Mandalay,Fashion accessories,32.6,4,130.5,6.52,137,7,Cash,1/29/2019,January,Tuesday,2:12:00 PM,Afternoon,9,Very Good
366-93-0948,Member,Male,A,Yangon,Electronic accessories,66.4,1,66.4,3.32,69.67,3,Credit card,1/31/2019,January,Thursday,10:46:00 AM,Morning,9.7,Very Good
729-09-9681,Member,Male,A,Yangon,Home and lifestyle,25.9,6,155.5,7.77,163.23,8,Ewallet,2/5/2019,February,Tuesday,10:16:00 AM,Morning,8.7,Very Good
151-16-1484,Member,Male,A,Yangon,Electronic accessories,32.2,4,129,6.45,135.45,6,Ewallet,2/13/2019,February,Wednesday,12:38:00 PM,Afternoon,6.5,Good
380-94-4661,Member,Male,C,Naypyitaw,Electronic accessories,65.9,4,263.8,13.19,276.95,13,Credit card,2/7/2019,February,Thursday,1:05:00 PM,Afternoon,6.9,Good
850-41-9669,Normal,Female,A,Yangon,Electronic accessories,75.1,9,675.5,33.78,709.32,34,Ewallet,3/19/2019,March,Tuesday,1:25:00 PM,Afternoon,6.2,Good
821-07-3596,Normal,Female,C,Naypyitaw,Fashion accessories,16.4,4,65.8,3.29,69.09,3,Ewallet,3/7/2019,March,Thursday,2:53:00 PM,Afternoon,5.6,Average
655-85-5130,Member,Female,B,Mandalay,Fashion accessories,38.3,4,153.2,7.66,160.86,8,Cash,3/13/2019,March,Wednesday,7:22:00 PM,Evening,5.7,Average
447-15-7839,Member,Female,A,Yangon,Sports and travel,22.2,10,222.4,11.12,233.52,11,Cash,2/9/2019,February,Saturday,11:00:00 AM,Morning,4.2,Average
154-74-7179,Normal,Male,B,Mandalay,Sports and travel,54.4,1,54.4,2.72,57.17,3,Ewallet,2/26/2019,February,Tuesday,7:24:00 PM,Evening,7.9,Good
253-12-6086,Member,Female,A,Yangon,Sports and travel,98.4,7,688.8,34.44,723.24,34,Credit card,3/12/2019,March,Tuesday,12:43:00 PM,Afternoon,8.7,Very Good
808-65-0703,Normal,Male,C,Naypyitaw,Home and lifestyle,35.5,4,141.9,7.09,148.97,7,Credit card,3/14/2019,March,Thursday,5:22:00 PM,Evening,6.9,Good
571-94-0759,Member,Female,B,Mandalay,Food and beverages,74.6,10,746,37.3,783.3,37,Cash,1/8/2019,January,Tuesday,8:55:00 PM,Night,9.5,Very Good
144-51-6085,Member,Male,A,Yangon,Home and lifestyle,70.7,4,283,14.15,297.11,14,Credit card,1/5/2019,January,Saturday,4:05:00 PM,Evening,4.4,Average
731-14-2199,Member,Female,A,Yangon,Home and lifestyle,35.5,10,355.4,17.77,373.17,18,Ewallet,1/4/2019,January,Friday,1:34:00 PM,Afternoon,7,Good
783-09-1637,Normal,Female,B,Mandalay,Sports and travel,67.4,5,337.2,16.86,354.01,17,Ewallet,3/6/2019,March,Wednesday,6:13:00 PM,Evening,6.3,Good
687-15-1097,Member,Female,C,Naypyitaw,Health and beauty,21.1,2,42.2,2.11,44.35,2,Cash,1/3/2019,January,Thursday,7:17:00 PM,Evening,9.7,Very Good
126-54-1082,Member,Female,A,Yangon,Home and lifestyle,21.5,9,193.9,9.69,203.55,10,Credit card,1/7/2019,January,Monday,11:44:00 AM,Morning,8.8,Very Good
633-91-1052,Normal,Female,A,Yangon,Home and lifestyle,12,2,24.1,1.2,25.26,1,Cash,1/27/2019,January,Sunday,3:51:00 PM,Afternoon,5.1,Average
477-24-6490,Normal,Female,B,Mandalay,Health and beauty,99.7,6,598.3,29.91,628.17,30,Ewallet,2/26/2019,February,Tuesday,4:52:00 PM,Evening,7.9,Good
566-19-5475,Normal,Male,B,Mandalay,Fashion accessories,48,7,335.8,16.79,352.58,17,Cash,1/7/2019,January,Monday,8:52:00 PM,Night,6.2,Good
526-86-8552,Member,Female,C,Naypyitaw,Home and lifestyle,21.8,10,218.2,10.91,229.11,11,Cash,1/7/2019,January,Monday,5:36:00 PM,Evening,7.1,Good
376-56-3573,Normal,Female,C,Naypyitaw,Fashion accessories,95.4,4,381.7,19.08,400.76,19,Ewallet,2/2/2019,February,Saturday,1:23:00 PM,Afternoon,6.4,Good
537-72-0426,Member,Male,C,Naypyitaw,Fashion accessories,71,10,709.9,35.49,745.4,35,Cash,3/20/2019,March,Wednesday,4:28:00 PM,Evening,5.7,Average
828-61-5674,Member,Male,A,Yangon,Sports and travel,44,10,440.2,22.01,462.21,22,Credit card,3/20/2019,March,Wednesday,7:57:00 PM,Evening,9.6,Very Good
136-08-6195,Normal,Female,A,Yangon,Home and lifestyle,70,8,559.7,27.98,587.66,28,Credit card,2/15/2019,February,Friday,5:01:00 PM,Evening,6.4,Good
523-38-0215,Normal,Male,C,Naypyitaw,Home and lifestyle,37,1,37,1.85,38.85,2,Credit card,3/6/2019,March,Wednesday,1:29:00 PM,Afternoon,7.9,Good
490-29-1201,Normal,Female,A,Yangon,Sports and travel,15.3,1,15.3,0.77,16.11,1,Cash,1/6/2019,January,Sunday,11:09:00 AM,Morning,6.5,Good
667-92-0055,Member,Male,A,Yangon,Health and beauty,99.8,6,599,29.95,628.93,30,Ewallet,3/4/2019,March,Monday,3:02:00 PM,Afternoon,8.5,Very Good
565-17-3836,Member,Female,A,Yangon,Health and beauty,47.7,4,190.7,9.53,200.21,10,Cash,3/12/2019,March,Tuesday,2:21:00 PM,Afternoon,9.1,Very Good
498-41-1961,Normal,Male,B,Mandalay,Health and beauty,66.7,5,333.4,16.67,350.07,17,Cash,2/20/2019,February,Wednesday,6:01:00 PM,Evening,7.6,Good
593-95-4461,Member,Male,C,Naypyitaw,Home and lifestyle,74.9,1,74.9,3.74,78.6,4,Cash,3/24/2019,March,Sunday,2:49:00 PM,Afternoon,6.9,Good
226-71-3580,Normal,Female,C,Naypyitaw,Sports and travel,23.8,9,213.8,10.69,224.44,11,Cash,1/31/2019,January,Thursday,12:02:00 PM,Afternoon,9.5,Very Good
283-79-9594,Normal,Female,B,Mandalay,Food and beverages,48.5,7,339.6,16.98,356.55,17,Credit card,1/25/2019,January,Friday,1:30:00 PM,Afternoon,5.2,Average
430-60-3493,Member,Female,A,Yangon,Home and lifestyle,94.9,7,664.2,33.21,697.37,33,Cash,2/3/2019,February,Sunday,2:38:00 PM,Afternoon,4.2,Average
139-20-0155,Member,Male,B,Mandalay,Electronic accessories,40.3,10,403,20.15,423.15,20,Credit card,1/24/2019,January,Thursday,5:37:00 PM,Evening,7,Good
558-80-4082,Normal,Male,C,Naypyitaw,Electronic accessories,27.8,7,195,9.75,204.7,10,Ewallet,3/14/2019,March,Thursday,5:20:00 PM,Evening,6,Good
278-97-7759,Member,Female,A,Yangon,Electronic accessories,62.5,1,62.5,3.12,65.6,3,Cash,2/18/2019,February,Monday,8:29:00 PM,Night,4.7,Average
316-68-6352,Member,Female,A,Yangon,Food and beverages,36.4,2,72.7,3.64,76.36,4,Cash,1/21/2019,January,Monday,10:00:00 AM,Morning,7.1,Good
585-03-5943,Normal,Male,B,Mandalay,Health and beauty,18.1,10,181.1,9.06,190.16,9,Ewallet,3/13/2019,March,Wednesday,11:46:00 AM,Morning,5.9,Average
211-05-0490,Member,Female,C,Naypyitaw,Electronic accessories,51.9,5,259.6,12.98,272.58,13,Cash,3/3/2019,March,Sunday,1:42:00 PM,Afternoon,7.5,Good
727-75-6477,Normal,Male,C,Naypyitaw,Electronic accessories,28.8,4,115.4,5.77,121.13,6,Cash,3/29/2019,March,Friday,2:44:00 PM,Afternoon,6.4,Good
744-02-5987,Member,Male,A,Yangon,Home and lifestyle,78.4,6,470.3,23.51,493.79,24,Ewallet,1/10/2019,January,Thursday,2:16:00 PM,Afternoon,5.8,Average
307-83-9164,Member,Male,A,Yangon,Home and lifestyle,60,4,240,12,252.04,12,Cash,1/25/2019,January,Friday,3:54:00 PM,Afternoon,4.5,Average
779-06-0012,Member,Female,C,Naypyitaw,Home and lifestyle,88.6,1,88.6,4.43,93.04,4,Cash,1/19/2019,January,Saturday,10:21:00 AM,Morning,7.7,Good
446-47-6729,Normal,Male,C,Naypyitaw,Fashion accessories,99.8,2,199.6,9.98,209.62,10,Credit card,1/2/2019,January,Wednesday,6:09:00 PM,Evening,6.7,Good
573-10-3877,Member,Male,B,Mandalay,Health and beauty,39,1,39,1.95,40.96,2,Credit card,3/12/2019,March,Tuesday,4:46:00 PM,Evening,4.7,Average
735-06-4124,Normal,Male,C,Naypyitaw,Food and beverages,48.6,1,48.6,2.43,51.04,2,Cash,2/25/2019,February,Monday,3:31:00 PM,Afternoon,4.4,Average
439-54-7422,Normal,Female,A,Yangon,Electronic accessories,51.2,4,204.8,10.24,215,10,Credit card,3/18/2019,March,Monday,5:15:00 PM,Evening,4.7,Average
396-90-2219,Normal,Female,B,Mandalay,Electronic accessories,15,8,119.7,5.98,125.66,6,Cash,2/23/2019,February,Saturday,12:29:00 PM,Afternoon,8.6,Very Good
411-77-0180,Member,Male,A,Yangon,Electronic accessories,72.2,7,505.4,25.27,530.67,25,Ewallet,3/26/2019,March,Tuesday,8:14:00 PM,Night,4.3,Average
286-01-5402,Normal,Female,A,Yangon,Sports and travel,40.2,7,281.6,14.08,295.69,14,Cash,3/30/2019,March,Saturday,1:22:00 PM,Afternoon,9.6,Very Good
803-17-8013,Member,Female,A,Yangon,Home and lifestyle,88.8,8,710.3,35.52,745.84,36,Cash,2/17/2019,February,Sunday,5:09:00 PM,Evening,4.1,Average
512-98-1403,Member,Female,A,Yangon,Electronic accessories,26.5,3,79.4,3.97,83.41,4,Ewallet,3/21/2019,March,Thursday,10:40:00 AM,Morning,4.7,Average
